team,elo,matches_played,wins,draws,losses,points_per_match_all,goals_scored_all,goals_conceded_all,goal_diff_all,abs_goal_diff_all,total_goals_all,clean_sheet_rate_all,failed_to_score_rate_all,both_teams_scored_rate_all,low_scoring_rate_all,tight_match_rate_all,scoreless_draw_rate_all,win_rate_all,draw_rate_all,loss_rate_all,weighted_points_per_match_all,weighted_goal_diff_all,elo_delta_avg_all,win_streak,unbeaten_streak,recent_matches,recent_form_10,recent_goal_diff_10,recent_abs_goal_diff_10,recent_goals_scored_10,recent_goals_conceded_10,recent_total_goals_10,recent_win_rate_10,recent_draw_rate_10,recent_loss_rate_10,recent_clean_sheet_rate_10,recent_failed_to_score_rate_10,recent_both_teams_scored_rate_10,recent_low_scoring_rate_10,recent_tight_match_rate_10,recent_scoreless_draw_rate_10,recent_weighted_form_10,recent_weighted_goal_diff_10,recent_opponent_elo_avg_10,recent_elo_delta_avg_10,last_match_date
Oman,1593.840850945392,382,171,101,110,1.6073298429319371,1.3979057591623036,0.9921465968586387,0.40575916230366493,1.4371727748691099,2.3900523560209423,0.40575916230366493,0.3010471204188482,0.40575916230366493,0.5785340314136126,0.6465968586387435,0.112565445026178,0.4476439790575916,0.2643979057591623,0.2879581151832461,1.5845348985581318,0.4506826591808112,0.24565667786751544,0.0,0.0,10.0,1.0,-0.4,1.0,0.7,1.1,1.8,0.2,0.4,0.4,0.4,0.5,0.4,0.6,0.7,0.3,0.9626168224299066,-0.3317757009345794,1576.670676477623,-3.5749101377826404,2026-06-05
Catalonia,1593.592250358895,22,10,7,5,1.6818181818181819,1.9090909090909092,1.3181818181818181,0.5909090909090909,1.5,3.227272727272727,0.2727272727272727,0.18181818181818182,0.5909090909090909,0.45454545454545453,0.5454545454545454,0.045454545454545456,0.45454545454545453,0.3181818181818182,0.22727272727272727,1.6818181818181825,0.5909090909090913,4.2541931981316,1.0,2.0,10.0,1.9,1.0,1.2,2.1,1.1,3.2,0.5,0.4,0.1,0.2,0.2,0.7,0.4,0.7,0.1,1.8999999999999992,0.9999999999999998,1644.1413297850002,5.931162507227201,2019-03-25
Occitania,1592.4731349360661,16,9,6,1,2.0625,3.5,0.9375,2.5625,2.6875,4.4375,0.375,0.125,0.625,0.4375,0.625,0.125,0.5625,0.375,0.0625,2.0747663551401874,2.663551401869159,5.779570933504104,2.0,12.0,10.0,2.4,2.4,2.4,3.3,0.9,4.2,0.7,0.3,0.0,0.4,0.1,0.6,0.5,0.6,0.1,2.446153846153846,2.5538461538461537,1510.9825883386104,6.774651360933328,2014-12-30
Albania,1587.1324166243592,248,86,55,107,1.2620967741935485,1.060483870967742,1.1733870967741935,-0.11290322580645161,1.3790322580645162,2.2338709677419355,0.3629032258064516,0.3911290322580645,0.3629032258064516,0.6008064516129032,0.6048387096774194,0.11693548387096774,0.3467741935483871,0.2217741935483871,0.4314516129032258,1.2105263157894752,-0.19059276097219827,0.35134038961435493,0.0,0.0,10.0,1.5,0.0,1.2,0.9,0.9,1.8,0.5,0.0,0.5,0.4,0.4,0.2,0.8,0.8,0.0,1.6046511627906979,6.196593625814828e-17,1542.8733121302243,-0.02275080974403689,2026-06-06
Bosnia and Herzegovina,1587.0476099113646,249,94,60,95,1.3734939759036144,1.4056224899598393,1.3413654618473896,0.0642570281124498,1.502008032128514,2.746987951807229,0.3132530120481928,0.2931726907630522,0.46987951807228917,0.5100401606425703,0.5863453815261044,0.07630522088353414,0.37751004016064255,0.24096385542168675,0.3815261044176707,1.3918640576725048,0.12238242361826317,0.349588794824754,0.0,8.0,10.0,1.5,1.0,1.2,2.0,1.0,3.0,0.3,0.6,0.1,0.2,0.1,0.8,0.5,0.7,0.1,1.4693877551020407,1.0,1571.1419344761612,4.664562530438839,2026-06-06
Curaçao,1584.2926487612024,150,50,36,64,1.24,1.5866666666666667,1.44,0.14666666666666667,1.8,3.026666666666667,0.2866666666666667,0.32,0.4866666666666667,0.4666666666666667,0.6,0.09333333333333334,0.3333333333333333,0.24,0.4266666666666667,1.2490522018081065,0.19335083114610657,0.5619509917413514,1.0,1.0,10.0,1.5,0.5,2.3,1.9,1.4,3.3,0.4,0.3,0.3,0.5,0.3,0.4,0.5,0.4,0.2,1.695652173913044,0.956521739130435,1557.439615358835,3.0661875352462507,2026-06-06
Padania,1581.8439884277375,32,17,8,7,1.84375,2.8125,0.96875,1.84375,2.46875,3.78125,0.4375,0.125,0.5,0.4375,0.5,0.0625,0.53125,0.25,0.21875,1.8342245989304808,1.8449197860962567,2.557624638366796,0.0,0.0,10.0,1.7,1.6,2.4,2.5,0.9,3.4,0.5,0.2,0.3,0.5,0.2,0.4,0.4,0.4,0.1,1.7130434782608697,1.6260869565217393,1499.3055647638027,0.7141396849188576,2019-06-08
Israel,1580.5587827447869,219,85,51,83,1.3972602739726028,1.5342465753424657,1.4885844748858448,0.045662100456621,1.4794520547945205,3.0228310502283104,0.2420091324200913,0.2191780821917808,0.593607305936073,0.4063926940639269,0.6027397260273972,0.0547945205479452,0.3881278538812785,0.2328767123287671,0.3789954337899543,1.4185956790123473,0.08584104938271617,0.36784832303555703,1.0,4.0,10.0,1.7,0.2,2.0,1.9,1.7,3.6,0.5,0.2,0.3,0.4,0.3,0.4,0.3,0.5,0.1,1.6217391304347828,0.12173913043478249,1568.417203861837,1.5197223856773037,2026-06-03
Abkhazia,1571.7528113085605,33,15,13,5,1.7575757575757576,1.6363636363636365,0.7878787878787878,0.8484848484848485,1.393939393939394,2.4242424242424243,0.5151515151515151,0.24242424242424243,0.3939393939393939,0.6060606060606061,0.6363636363636364,0.15151515151515152,0.45454545454545453,0.3939393939393939,0.15151515151515152,1.7574999999999994,0.8399999999999995,2.1743276154109257,0.0,9.0,10.0,1.9,1.1,1.5,1.8,0.7,2.5,0.5,0.4,0.1,0.5,0.2,0.4,0.7,0.5,0.1,1.904347826086957,1.1217391304347828,1510.0649817468816,2.385709129628102,2019-06-08
Suriname,1570.2142817016202,148,62,35,51,1.4932432432432432,1.6689189189189189,1.3310810810810811,0.33783783783783783,1.7432432432432432,3.0,0.2972972972972973,0.2702702702702703,0.49324324324324326,0.44594594594594594,0.6081081081081081,0.060810810810810814,0.4189189189189189,0.23648648648648649,0.34459459459459457,1.4267757965507148,0.25606547793042955,0.47442082230824467,0.0,0.0,10.0,1.0,-0.1,1.1,1.3,1.4,2.7,0.2,0.4,0.4,0.3,0.3,0.6,0.5,0.7,0.2,0.9318885448916409,-0.19195046439628483,1657.9782525963485,0.336306759749551,2026-03-26
Syria,1568.1818557103381,318,118,83,117,1.3742138364779874,1.5,1.2578616352201257,0.24213836477987422,1.5377358490566038,2.757861635220126,0.29245283018867924,0.27672955974842767,0.5,0.48742138364779874,0.6635220125786163,0.06918238993710692,0.3710691823899371,0.2610062893081761,0.36792452830188677,1.4175806957066799,0.388122845502978,0.21440835129037258,0.0,0.0,10.0,1.8,1.1,1.9,2.0,0.9,2.9,0.5,0.3,0.2,0.5,0.2,0.4,0.5,0.5,0.1,1.9906976744186051,1.5162790697674422,1473.7842472271338,2.181231724517893,2026-06-05
Andalusia,1567.6740038215255,9,7,2,0,2.5555555555555554,2.4444444444444446,1.0,1.4444444444444444,1.4444444444444444,3.4444444444444446,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.0,2.5555555555555545,1.444444444444444,7.519333757947272,3.0,9.0,9.0,2.5555555555555554,1.4444444444444444,1.4444444444444444,2.4444444444444446,1.0,3.4444444444444446,0.7777777777777778,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.1111111111111111,2.5555555555555545,1.444444444444444,1528.315520332565,7.519333757947272,2013-06-07
Ynys Môn,1567.3209249007361,43,24,6,13,1.813953488372093,1.8604651162790697,1.558139534883721,0.3023255813953488,2.0232558139534884,3.4186046511627906,0.3023255813953488,0.2558139534883721,0.5116279069767442,0.37209302325581395,0.4418604651162791,0.06976744186046512,0.5581395348837209,0.13953488372093023,0.3023255813953488,1.7830802603036868,0.3036876355748372,1.5656029046682705,2.0,2.0,10.0,2.7,1.1,1.7,2.1,1.0,3.1,0.9,0.0,0.1,0.4,0.0,0.6,0.4,0.6,0.0,2.6632653061224496,1.0816326530612246,1551.1937017889957,4.751524157762835,2025-07-17
Thailand,1566.7958545881747,341,156,83,102,1.6158357771260996,1.715542521994135,1.2375366568914956,0.4780058651026393,1.6627565982404693,2.9530791788856305,0.3724340175953079,0.21114369501466276,0.49266862170087977,0.45161290322580644,0.5425219941348973,0.07624633431085044,0.4574780058651026,0.2434017595307918,0.2991202346041056,1.5276864035087774,0.3638980263157904,0.19588227151957155,0.0,6.0,10.0,2.0,1.4,2.0,2.3,0.9,3.2,0.6,0.2,0.2,0.5,0.2,0.4,0.4,0.4,0.1,2.0505050505050506,1.6111111111111112,1404.5766627428486,0.44114440852775055,2026-06-09
Angola,1566.230320886929,284,96,105,83,1.3838028169014085,1.1338028169014085,0.9894366197183099,0.1443661971830986,1.073943661971831,2.1232394366197185,0.36619718309859156,0.352112676056338,0.4471830985915493,0.6584507042253521,0.6936619718309859,0.16549295774647887,0.3380281690140845,0.36971830985915494,0.29225352112676056,1.3851511558980494,0.1699762892708956,0.23320535523566227,1.0,4.0,10.0,1.4,0.3,0.9,1.4,1.1,2.5,0.3,0.5,0.2,0.3,0.3,0.6,0.5,0.7,0.2,1.2036363636363634,0.1527272727272727,1547.1931044770138,-0.821630030736447,2026-06-09
China,1563.7047189860784,327,138,84,105,1.5229357798165137,1.599388379204893,1.1162079510703364,0.4831804281345566,1.694189602446483,2.7155963302752295,0.3853211009174312,0.3211009174311927,0.40061162079510704,0.5412844036697247,0.5718654434250765,0.10703363914373089,0.42201834862385323,0.25688073394495414,0.3211009174311927,1.548484848484861,0.5786501377410502,0.1948156543916724,0.0,2.0,10.0,1.1,-0.4,1.2,0.8,1.2,2.0,0.3,0.2,0.5,0.3,0.5,0.3,0.7,0.6,0.1,0.9255813953488373,-0.6093023255813954,1654.3090216404228,-0.6770528359653658,2026-06-09
Réunion,1562.9860389975395,46,26,12,8,1.9565217391304348,1.9130434782608696,0.7391304347826086,1.173913043478261,1.6956521739130435,2.652173913043478,0.45652173913043476,0.1956521739130435,0.43478260869565216,0.5652173913043478,0.6521739130434783,0.08695652173913043,0.5652173913043478,0.2608695652173913,0.17391304347826086,1.9324758842443743,1.106109324758843,1.3692617173378152,0.0,0.0,10.0,1.8,1.0,1.4,1.6,0.6,2.2,0.5,0.3,0.2,0.4,0.3,0.4,0.6,0.7,0.1,1.7999999999999992,0.9999999999999998,1352.7042403639837,-1.9678616393556516,2023-09-02
New Caledonia,1559.7231174319465,120,59,19,42,1.6333333333333333,2.591666666666667,1.3,1.2916666666666667,2.775,3.8916666666666666,0.4,0.24166666666666667,0.4,0.4,0.45,0.041666666666666664,0.49166666666666664,0.15833333333333333,0.35,1.6034229828850814,1.2449877750611227,0.49769264526622836,0.0,0.0,10.0,2.0,1.3,2.1,2.3,1.0,3.3,0.6,0.2,0.2,0.4,0.2,0.4,0.4,0.5,0.0,1.8634361233480174,0.894273127753304,1486.6410088215164,3.5607882441920182,2026-03-26
North Macedonia,1558.586785192029,258,80,67,111,1.189922480620155,1.1472868217054264,1.3294573643410852,-0.1821705426356589,1.4069767441860466,2.4767441860465116,0.3023255813953488,0.35271317829457366,0.4418604651162791,0.5465116279069767,0.6511627906976745,0.09689922480620156,0.31007751937984496,0.2596899224806202,0.43023255813953487,1.1609195402298873,-0.23478701825557863,0.22708056275980248,0.0,0.0,10.0,0.8,-1.0,2.0,0.8,1.8,2.6,0.1,0.5,0.4,0.5,0.6,0.3,0.5,0.6,0.4,0.8697674418604652,-1.0000000000000002,1580.0023786884349,-4.60943440739829,2026-06-01
Northern Ireland,1558.2828103009956,235,70,58,107,1.1404255319148937,0.9787234042553191,1.2595744680851064,-0.28085106382978725,1.3872340425531915,2.2382978723404254,0.3276595744680851,0.43829787234042555,0.35319148936170214,0.6297872340425532,0.625531914893617,0.11914893617021277,0.2978723404255319,0.24680851063829787,0.4553191489361702,1.1448674003247352,-0.22406639004149387,0.24801195872764104,0.0,0.0,10.0,1.3,-0.2,1.4,1.0,1.2,2.2,0.4,0.1,0.5,0.3,0.3,0.4,0.7,0.5,0.0,1.2938775510204084,-0.1755102040816327,1704.163155719481,3.42967211305384,2026-06-08
Kernow,1557.6694821456208,8,6,1,1,2.375,2.5,0.875,1.625,1.875,3.375,0.375,0.0,0.625,0.25,0.625,0.0,0.75,0.125,0.125,2.3965517241379306,1.6034482758620685,7.208685268202572,2.0,7.0,8.0,2.375,1.625,1.875,2.5,0.875,3.375,0.75,0.125,0.125,0.375,0.0,0.625,0.25,0.625,0.0,2.3965517241379306,1.6034482758620685,1530.9819322474914,7.208685268202572,2023-07-16
Palestine,1556.018353548771,218,69,60,89,1.224770642201835,1.334862385321101,1.31651376146789,0.01834862385321101,1.7155963302752293,2.6513761467889907,0.37155963302752293,0.3944954128440367,0.3623853211009174,0.5596330275229358,0.5688073394495413,0.12844036697247707,0.3165137614678899,0.27522935779816515,0.40825688073394495,1.1996587030716739,0.023677474402730485,0.25696492453564745,0.0,2.0,10.0,0.9,-0.4,0.6,0.5,0.9,1.4,0.1,0.6,0.3,0.5,0.6,0.3,0.7,0.9,0.4,0.9633507853403142,-0.29319371727748694,1592.82754288112,-0.48651217201098085,2026-06-09
Isle of Wight,1555.1419419890813,26,14,2,10,1.6923076923076923,2.5384615384615383,1.3846153846153846,1.1538461538461537,2.6153846153846154,3.923076923076923,0.34615384615384615,0.23076923076923078,0.5,0.2692307692307692,0.4230769230769231,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.38461538461538464,1.6923076923076914,1.1538461538461533,2.1208439226569835,0.0,0.0,10.0,2.2,1.0,1.4,1.9,0.9,2.8,0.7,0.1,0.2,0.5,0.1,0.5,0.4,0.6,0.1,2.2000000000000006,1.0000000000000002,1549.0837591442782,3.731446820765254,2023-07-13
Bahrain,1551.4523252411866,412,161,112,139,1.4441747572815533,1.325242718446602,1.145631067961165,0.1796116504854369,1.3640776699029127,2.470873786407767,0.3470873786407767,0.3276699029126214,0.4344660194174757,0.5631067961165048,0.6504854368932039,0.10922330097087378,0.3907766990291262,0.27184466019417475,0.33737864077669905,1.4448082319925246,0.19048175865294747,0.12488428456598831,0.0,0.0,10.0,0.7,-0.8,1.4,0.9,1.7,2.6,0.2,0.1,0.7,0.1,0.4,0.5,0.5,0.7,0.0,0.7771739130434784,-0.7608695652173914,1554.500150930172,-5.551905220433261,2026-06-05
Yorkshire,1548.4297926481638,7,5,1,1,2.2857142857142856,3.857142857142857,1.5714285714285714,2.2857142857142856,2.5714285714285716,5.428571428571429,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,2.2783505154639165,2.2989690721649483,6.918541806880538,3.0,3.0,7.0,2.2857142857142856,2.2857142857142856,2.5714285714285716,3.857142857142857,1.5714285714285714,5.428571428571429,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.0,2.2783505154639165,2.2989690721649483,1504.9885792563455,6.918541806880538,2019-06-01
Iceland,1547.9408076285201,279,89,60,130,1.1720430107526882,1.2759856630824373,1.5627240143369177,-0.2867383512544803,1.5698924731182795,2.838709677419355,0.27956989247311825,0.2939068100358423,0.4874551971326165,0.45878136200716846,0.5627240143369175,0.06093189964157706,0.31899641577060933,0.21505376344086022,0.4659498207885305,1.1534316056427347,-0.3293707402123957,0.17183085171512483,0.0,0.0,10.0,0.6,-1.1,1.5,1.1,2.2,3.3,0.1,0.3,0.6,0.1,0.4,0.5,0.4,0.5,0.0,0.6697674418604652,-0.9255813953488373,1811.1964176549197,0.46891421489427965,2026-06-09
Panjab,1546.6936875144293,18,9,3,6,1.6666666666666667,2.9444444444444446,1.2222222222222223,1.7222222222222223,2.611111111111111,4.166666666666667,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.5,0.0,0.5,0.16666666666666666,0.3333333333333333,1.6695652173913045,1.7478260869565223,2.5940937508016013,1.0,1.0,10.0,1.4,1.6,2.6,3.0,1.4,4.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.5,0.0,1.4062499999999996,1.5937499999999998,1518.7834466142974,1.201501987294292,2019-12-29
Guinea,1540.6678703749856,226,90,58,78,1.4513274336283186,1.3893805309734513,1.2433628318584071,0.14601769911504425,1.2787610619469028,2.6327433628318584,0.2920353982300885,0.24778761061946902,0.5221238938053098,0.5088495575221239,0.6814159292035398,0.061946902654867256,0.39823008849557523,0.25663716814159293,0.34513274336283184,1.4603008044770955,0.15669814620496725,0.17994632909285185,0.0,0.0,10.0,1.3,0.3,0.9,1.2,0.9,2.1,0.3,0.4,0.3,0.3,0.4,0.4,0.6,0.8,0.1,1.4676616915422884,0.46766169154228865,1474.0831693231194,-0.688806555998613,2026-06-04
Kárpátalja,1538.648053379225,11,5,5,1,1.8181818181818181,2.272727272727273,1.1818181818181819,1.0909090909090908,1.2727272727272727,3.4545454545454546,0.18181818181818182,0.18181818181818182,0.7272727272727273,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.09090909090909091,1.869918699186992,1.1544715447154474,3.513459398111405,0.0,9.0,10.0,1.9,1.2,1.4,2.4,1.2,3.6,0.5,0.4,0.1,0.2,0.2,0.7,0.4,0.5,0.1,1.9224137931034486,1.2241379310344829,1526.5698629386266,3.8786158243343665,2018-06-09
Menorca,1536.7290720339158,25,11,6,8,1.56,2.24,1.28,0.96,1.92,3.52,0.24,0.2,0.56,0.32,0.6,0.0,0.44,0.24,0.32,1.5599999999999996,0.9599999999999996,1.4691628813566644,0.0,0.0,10.0,1.4,0.6,2.0,1.8,1.2,3.0,0.4,0.2,0.4,0.4,0.3,0.3,0.5,0.7,0.0,1.4000000000000004,0.6000000000000002,1520.1020752938286,-0.18668108066491032,2023-07-13
Malaysia,1535.691685269413,295,111,65,119,1.3491525423728814,1.528813559322034,1.4779661016949153,0.05084745762711865,1.888135593220339,3.006779661016949,0.3152542372881356,0.3288135593220339,0.45084745762711864,0.43389830508474575,0.4915254237288136,0.09491525423728814,0.376271186440678,0.22033898305084745,0.4033898305084746,1.2939466484268176,-0.10978112175102618,0.12098876362512462,6.0,6.0,10.0,2.3,1.3,1.9,1.9,0.6,2.5,0.7,0.2,0.1,0.6,0.2,0.3,0.5,0.5,0.1,2.478672985781991,1.7251184834123228,1369.0173816171957,5.238251937172831,2025-11-18
Artsakh,1535.1091409661685,11,6,2,3,1.8181818181818181,2.909090909090909,1.2727272727272727,1.6363636363636365,2.5454545454545454,4.181818181818182,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.5454545454545454,0.0,0.5454545454545454,0.18181818181818182,0.2727272727272727,1.8167938931297711,1.687022900763359,3.191740087833532,2.0,3.0,10.0,1.9,1.8,2.8,3.1,1.3,4.4,0.6,0.1,0.3,0.3,0.1,0.6,0.3,0.5,0.0,1.9145299145299146,1.888888888888889,1508.9790244578194,3.5109140966168852,2019-06-08
Indonesia,1532.3045512085698,256,103,55,98,1.421875,1.625,1.49609375,0.12890625,2.01171875,3.12109375,0.34765625,0.31640625,0.42578125,0.40234375,0.5078125,0.08984375,0.40234375,0.21484375,0.3828125,1.3302411873840496,-0.10037105751391509,0.12618965315848088,2.0,2.0,10.0,1.6,0.6,2.4,1.7,1.1,2.8,0.5,0.1,0.4,0.6,0.4,0.1,0.5,0.6,0.1,1.3450000000000002,-0.10500000000000011,1538.2973263021095,1.3015159414128048,2026-06-09
Corsica,1531.709593934333,7,3,4,0,1.8571428571428572,1.1428571428571428,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.7142857142857142,0.42857142857142855,0.0,0.5714285714285714,1.0,0.8571428571428571,0.0,0.42857142857142855,0.5714285714285714,0.0,1.8409090909090906,0.5227272727272726,4.529941990618996,0.0,7.0,7.0,1.8571428571428572,0.5714285714285714,0.5714285714285714,1.1428571428571428,0.5714285714285714,1.7142857142857142,0.42857142857142855,0.5714285714285714,0.0,0.42857142857142855,0.0,0.5714285714285714,1.0,0.8571428571428571,0.0,1.8409090909090906,0.5227272727272726,1573.3649650749398,4.529941990618996,2017-05-26
County of Nice,1531.085915026607,9,6,1,2,2.111111111111111,2.111111111111111,1.4444444444444444,0.6666666666666666,1.7777777777777777,3.5555555555555554,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.2222222222222222,2.105769230769231,0.6634615384615384,3.4539905585118595,0.0,0.0,9.0,2.111111111111111,0.6666666666666666,1.7777777777777777,2.111111111111111,1.4444444444444444,3.5555555555555554,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.1111111111111111,2.105769230769231,0.6634615384615384,1519.668324628663,3.4539905585118595,2015-06-21
Provence,1530.351154550393,3,3,0,0,3.0,4.0,1.3333333333333333,2.6666666666666665,2.6666666666666665,5.333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,3.0,2.666666666666667,10.117051516797696,3.0,3.0,3.0,3.0,2.6666666666666665,2.6666666666666665,4.0,1.3333333333333333,5.333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,3.0,2.666666666666667,1491.2134575445646,10.117051516797696,2013-02-13
Trinidad and Tobago,1529.8403986203646,360,141,76,143,1.386111111111111,1.4833333333333334,1.3916666666666666,0.09166666666666666,1.7416666666666667,2.875,0.3194444444444444,0.3138888888888889,0.4361111111111111,0.46944444444444444,0.5388888888888889,0.06944444444444445,0.39166666666666666,0.2111111111111111,0.3972222222222222,1.3707684704719607,0.046577711885347324,0.08288999616768258,0.0,0.0,10.0,0.7,-1.3,1.9,1.0,2.3,3.3,0.1,0.4,0.5,0.1,0.4,0.5,0.3,0.4,0.0,0.8744186046511628,-0.7767441860465117,1613.1204888184507,-2.5614893329964628,2026-06-09
Rhodes,1529.6242325350336,14,9,0,5,1.9285714285714286,1.6428571428571428,1.1428571428571428,0.5,2.2142857142857144,2.7857142857142856,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.5,0.21428571428571427,0.0,0.6428571428571429,0.0,0.35714285714285715,1.928571428571429,0.5000000000000001,2.1160166096452917,0.0,0.0,10.0,2.1,0.8,2.2,1.7,0.9,2.6,0.7,0.0,0.3,0.5,0.3,0.2,0.5,0.3,0.0,2.1000000000000005,0.8000000000000002,1519.3523510776035,3.0899704578946237,2011-06-27
Iraqi Kurdistan,1529.1865505500632,10,3,6,1,1.5,2.3,0.9,1.4,1.6,3.2,0.4,0.1,0.6,0.4,0.7,0.1,0.3,0.6,0.1,1.5000000000000002,1.4,2.9186550550063126,0.0,9.0,10.0,1.5,1.4,1.6,2.3,0.9,3.2,0.3,0.6,0.1,0.4,0.1,0.6,0.4,0.7,0.1,1.5000000000000002,1.4,1516.0987571353558,2.9186550550063126,2016-06-04
Ellan Vannin,1529.0472756477566,20,9,5,6,1.6,2.15,1.5,0.65,1.85,3.65,0.2,0.2,0.65,0.45,0.5,0.05,0.45,0.25,0.3,1.6250000000000002,0.7208333333333333,1.4523637823878168,0.0,0.0,10.0,1.5,0.2,1.2,1.6,1.4,3.0,0.4,0.3,0.3,0.2,0.2,0.6,0.6,0.6,0.0,1.53781512605042,0.2352941176470588,1503.545264318806,0.7545691487539292,2018-06-03
Zambia,1528.2664480834867,359,139,108,112,1.4623955431754874,1.222841225626741,1.0222841225626742,0.20055710306406685,1.1977715877437325,2.245125348189415,0.3955431754874652,0.3286908077994429,0.415041782729805,0.6072423398328691,0.6963788300835655,0.1392757660167131,0.3871866295264624,0.3008356545961003,0.31197771587743733,1.4668217433888417,0.2159647404505394,0.07873662418798545,0.0,0.0,10.0,0.5,-1.8,2.0,0.5,2.3,2.8,0.1,0.2,0.7,0.2,0.6,0.3,0.5,0.5,0.1,0.6363636363636364,-1.3527272727272728,1688.0684994760093,-3.8130087369186767,2026-03-31
Sealand,1525.3874818256554,9,4,4,1,1.7777777777777777,2.4444444444444446,1.6666666666666667,0.7777777777777778,1.2222222222222223,4.111111111111111,0.0,0.0,1.0,0.2222222222222222,0.6666666666666666,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,1.7777777777777775,0.7777777777777778,2.820831313961735,2.0,7.0,9.0,1.7777777777777777,0.7777777777777778,1.2222222222222223,2.4444444444444446,1.6666666666666667,4.111111111111111,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0,0.0,1.0,0.2222222222222222,0.6666666666666666,0.0,1.7777777777777775,0.7777777777777778,1474.4661741061022,2.820831313961735,2014-08-10
Cascadia,1524.7037801273495,7,4,1,2,1.8571428571428572,3.2857142857142856,2.0,1.2857142857142858,2.7142857142857144,5.285714285714286,0.2857142857142857,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,1.8837209302325577,1.3255813953488371,3.5291114467642473,1.0,3.0,7.0,1.8571428571428572,1.2857142857142858,2.7142857142857144,3.2857142857142856,2.0,5.285714285714286,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0,1.8837209302325577,1.3255813953488371,1501.586298189827,3.5291114467642473,2019-05-25
Gozo,1523.3601211780294,8,3,2,3,1.375,3.0,1.0,2.0,3.0,4.0,0.375,0.5,0.25,0.625,0.625,0.125,0.375,0.25,0.375,1.4285714285714286,2.4615384615384617,2.920015147253724,0.0,1.0,8.0,1.375,2.0,3.0,3.0,1.0,4.0,0.375,0.25,0.375,0.375,0.5,0.25,0.625,0.625,0.125,1.4285714285714286,2.4615384615384617,1559.7869812382785,2.920015147253724,2025-07-17
Tamil Eelam,1522.9596560801624,19,11,0,8,1.736842105263158,2.526315789473684,2.1578947368421053,0.3684210526315789,3.736842105263158,4.684210526315789,0.3157894736842105,0.3684210526315789,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.0,0.5789473684210527,0.0,0.42105263157894735,1.7368421052631573,0.39035087719298256,1.2084029515874786,7.0,7.0,10.0,2.4,1.4,2.8,2.7,1.3,4.0,0.8,0.0,0.2,0.4,0.2,0.4,0.1,0.3,0.0,2.400000000000001,1.4083333333333337,1469.3577985051543,5.175830131147643,2025-07-04
Galicia,1522.1823120871481,8,3,3,2,1.5,1.5,2.125,-0.625,1.375,3.625,0.0,0.125,0.875,0.5,0.75,0.0,0.375,0.375,0.25,1.4999999999999996,-0.6249999999999999,2.7727890108935185,0.0,0.0,8.0,1.5,-0.625,1.375,1.5,2.125,3.625,0.375,0.375,0.25,0.0,0.125,0.875,0.5,0.75,0.0,1.4999999999999996,-0.6249999999999999,1643.06464995864,2.7727890108935185,2024-05-21
Libya,1521.359807873748,227,83,57,87,1.3480176211453745,1.171806167400881,1.1497797356828194,0.022026431718061675,1.2819383259911894,2.3215859030837005,0.3436123348017621,0.3656387665198238,0.40969162995594716,0.5903083700440529,0.7048458149779736,0.11894273127753303,0.3656387665198238,0.2511013215859031,0.3832599118942731,1.2969432314410532,-0.03830885271933322,0.0940960699284087,0.0,8.0,10.0,1.5,0.2,0.6,1.1,0.9,2.0,0.3,0.6,0.1,0.6,0.3,0.4,0.7,0.8,0.3,1.5133928571428574,0.19196428571428575,1498.842056951945,2.757328978763943,2026-03-31
